Churn,account_Contract_month-to-month,customer_tenure,internet_Service_fiber_optic,account_Payment_electronic_check,account_Contract_two_year,account_Charges_Total
0,1,10,0,1,0,583.0
0,0,55,0,0,0,3316.1
0,0,31,0,1,0,1523.4
1,1,13,1,1,0,1364.3
0,0,64,1,0,1,6741.15
0,0,71,0,0,1,1681.6
0,0,66,1,0,1,7082.5
0,0,52,0,0,1,1031.7
0,1,2,0,0,0,87.3
1,1,14,1,1,0,1369.8
0,1,57,0,0,0,2782.4
0,1,21,0,0,0,416.4
1,1,9,1,1,0,672.55
1,1,1,1,0,0,75.3
0,1,8,0,0,0,504.05
0,1,17,1,1,0,1752.45
0,0,17,0,1,0,1445.95
0,0,15,0,0,1,603.0
0,0,62,0,0,1,1201.65
0,0,13,0,1,0,592.65
0,0,68,0,0,1,5882.75
0,0,58,0,0,1,3505.1
0,1,19,0,1,0,1297.8
0,1,13,0,0,0,559.2
1,1,31,1,1,0,2806.9
0,0,71,0,0,1,1389.35
0,0,61,1,0,0,6993.65
1,1,7,1,0,0,644.35
0,1,13,1,1,0,1334.45
0,1,1,0,0,0,20.75
0,0,56,0,0,1,1051.9
1,1,22,1,0,0,1914.9
0,0,32,0,0,0,1151.05
0,0,72,0,0,1,6201.95
0,0,43,0,0,0,776.25
0,0,61,0,0,1,5321.25
0,0,69,1,0,1,7895.15
1,1,3,0,1,0,165.2
0,1,52,1,0,0,5839.3
1,1,1,0,1,0,54.9
0,0,62,0,0,0,4698.05
0,0,54,0,0,1,1035.7
1,1,15,1,1,0,1457.25
0,1,19,0,1,0,710.05
1,1,2,0,0,0,108.15
1,1,5,0,0,0,305.95
1,1,1,0,0,0,46.2
0,0,71,1,0,1,8078.1
1,1,4,1,0,0,319.15
1,1,36,1,1,0,3021.6
0,1,5,0,0,0,93.55
0,1,10,0,0,0,193.05
1,1,2,0,1,0,78.65
1,1,14,1,0,0,914.0
0,0,68,0,0,1,1377.7
0,1,1,0,1,0,19.45
0,0,60,1,0,0,7049.5
0,1,10,0,0,0,253.9
1,1,6,0,0,0,288.05
1,0,58,1,1,0,6219.6
0,1,16,0,0,0,1067.05
0,1,29,0,1,0,926.2
0,0,52,1,1,0,5621.85
0,1,4,0,0,0,156.1
0,1,5,0,0,0,92.05
0,0,68,0,0,1,1821.8
0,0,50,0,0,0,4179.1
0,1,7,0,0,0,516.15
0,1,16,1,0,0,1261.35
0,1,21,0,0,0,1424.4
1,1,2,1,0,0,190.05
0,0,72,0,0,1,3784.0
1,0,45,0,1,0,930.45
0,0,69,1,0,1,6875.35
1,1,1,1,0,0,74.25
1,0,32,1,1,0,2781.85
0,0,26,1,1,0,2184.6
0,0,61,0,0,0,1252.0
1,1,42,1,0,0,3229.4
0,1,49,1,1,0,3906.7
0,1,37,0,0,0,2976.95
1,1,1,1,1,0,69.1
0,0,60,1,0,1,6067.4
0,1,1,0,1,0,49.3
0,0,5,0,0,1,106.9
0,1,38,1,0,0,3479.05
0,1,2,1,0,0,129.2
0,1,1,0,0,0,19.75
0,0,54,0,0,1,1031.1
0,0,51,0,0,1,4307.1
1,1,2,1,1,0,137.95
0,0,15,0,0,0,304.6
0,0,27,0,0,1,561.15
1,1,1,1,1,0,88.35
0,1,24,0,0,0,1291.3
0,0,10,0,0,0,242.4
0,1,6,0,0,0,122.9
0,0,71,1,0,1,8175.9
0,1,1,0,0,0,20.4
0,0,66,0,0,0,1714.55
0,0,35,0,0,0,2021.2
1,1,6,1,1,0,460.25
0,0,65,1,1,1,7246.15
0,1,15,1,0,0,1114.55
0,0,61,1,0,0,5251.75
0,1,22,0,1,0,1232.9
0,0,28,1,0,0,2483.65
1,1,11,1,0,0,1222.05
0,1,24,1,0,0,2048.8
0,0,36,0,0,0,1317.95
0,0,67,0,0,0,4119.4
0,1,3,0,1,0,65.95
1,1,21,1,1,0,1852.85
0,0,66,0,0,1,3632.0
1,1,1,1,0,0,74.6
0,1,4,0,1,0,162.45
1,1,2,1,1,0,116.65
0,1,12,0,0,0,246.25
0,0,7,0,0,0,150.0
1,1,1,0,0,0,35.05
0,1,13,0,0,0,254.5
1,1,15,1,1,0,1390.6
1,1,2,0,1,0,92.65
1,1,16,1,0,0,1167.8
0,0,65,1,1,0,6674.65
1,1,32,1,0,0,3520.75
0,0,59,1,0,0,6152.3
0,1,65,1,0,0,7082.45
1,0,66,1,1,0,6890.0
0,0,46,0,0,1,908.15
1,1,1,1,1,0,74.7
0,0,68,1,0,1,7508.55
1,1,57,1,1,0,5746.15
0,0,67,0,0,1,1583.5
0,0,33,0,0,1,670.35
0,1,20,1,0,0,1781.35
0,0,64,0,0,1,1277.75
1,1,1,0,1,0,36.45
0,0,58,0,0,1,1079.65
0,0,24,0,0,0,456.85
0,0,71,0,0,1,6506.15
0,1,35,0,1,0,2747.2
0,1,8,0,1,0,564.35
0,0,53,0,0,1,1279.0
0,1,1,0,0,0,19.65
0,0,72,1,0,0,7677.4
0,1,21,0,1,0,565.75
1,1,56,1,0,0,5688.05
1,1,13,1,1,0,1290.0
0,1,30,0,0,0,1474.9
0,0,70,1,0,1,8152.3
0,0,63,0,0,1,4707.85
0,0,63,0,0,1,4234.15
0,1,11,1,1,0,893.2
1,1,1,0,1,0,23.45
0,1,2,0,1,0,85.1
1,1,7,1,0,0,529.5
0,0,14,0,0,0,795.15
1,1,1,1,0,0,89.15
1,1,1,0,0,0,20.55
1,1,50,1,0,0,5017.9
1,1,4,0,1,0,137.85
0,1,3,0,0,0,56.0
0,0,55,1,1,0,5276.1
0,1,1,0,1,0,20.0
0,1,20,0,1,0,927.15
0,0,72,1,0,1,8308.9
0,0,70,0,0,1,1715.15
1,1,7,1,1,0,673.25
0,0,27,0,1,1,761.95
0,0,67,0,0,1,3521.7
1,1,31,1,0,0,2404.15
1,1,3,0,0,0,139.35
0,0,12,0,0,0,280.4
0,1,17,0,0,0,340.35
0,0,72,1,0,1,7854.9
1,1,7,1,0,0,602.55
0,0,71,0,0,1,1901.0
1,1,66,1,0,0,7133.25
0,1,1,0,1,0,35.0
0,0,71,1,0,1,6766.95
1,1,35,1,0,0,2917.5
0,1,16,1,0,0,1321.3
0,1,2,0,1,0,31.2
0,1,16,0,0,0,552.7
0,1,10,0,0,0,247.0
0,0,71,0,1,0,4692.55
0,1,17,1,0,0,1640.0
0,1,4,1,0,0,299.75
1,1,23,1,1,0,1710.45
0,0,40,1,0,0,4228.55
1,1,4,0,0,0,191.05
1,0,12,0,0,0,696.35
0,1,59,0,1,0,3735.45
0,1,38,1,0,0,3162.65
0,0,72,1,0,0,7848.5
0,0,19,0,0,1,358.15
0,1,69,1,0,0,5785.65
1,1,2,0,1,0,146.9
1,0,54,1,1,0,5893.15
0,0,70,1,0,1,7869.05
1,1,1,1,1,0,69.1
0,1,14,0,0,0,767.55
0,0,67,0,0,1,1784.9
1,1,7,1,0,0,655.5
1,1,1,0,1,0,59.85
0,1,1,1,1,0,71.25
0,0,60,1,0,1,6758.45
1,1,17,1,1,0,1144.5
0,0,67,0,0,1,2434.45
1,0,72,1,1,0,8109.8
0,0,45,0,0,0,1216.6
0,0,68,0,0,1,5776.45
0,1,16,0,0,0,799.0
0,0,37,0,0,1,1390.85
1,1,1,0,1,0,59.2
0,0,72,1,0,1,8289.2
0,1,68,0,0,0,2796.35
0,1,67,0,0,0,3579.15
0,0,24,0,0,1,571.75
0,0,10,0,0,0,693.3
0,1,45,1,1,0,4385.05
1,1,1,0,0,0,19.9
1,1,12,1,1,0,1218.55
0,0,63,0,0,1,4676.7
0,1,4,1,1,0,336.15
1,1,6,1,1,0,497.55
0,0,68,0,1,1,2965.75
0,0,72,0,0,1,1496.45
0,0,71,0,0,1,4310.35
0,0,72,0,0,1,5165.7
0,0,64,0,0,1,1714.95
0,1,9,1,1,0,770.5
0,0,60,0,1,0,4374.55
0,1,3,1,0,0,256.75
0,1,26,0,0,0,1265.65
1,1,50,1,1,0,3444.85
1,1,1,0,0,0,45.1
0,0,41,0,0,0,2029.05
1,0,53,1,0,0,4867.95
0,1,1,0,0,0,19.75
1,0,4,1,1,0,443.9
0,1,45,1,0,0,4747.85
0,0,50,0,0,1,1932.75
1,1,23,1,1,0,2186.4
0,0,44,0,0,0,1110.5
0,1,2,0,0,0,39.3
0,0,72,0,0,1,5997.1
0,0,42,0,0,0,2049.05
1,1,26,1,0,0,1834.95
1,1,12,0,1,0,480.6
0,0,47,1,0,0,4563.0
1,1,1,0,0,0,50.9
0,1,9,0,0,0,452.8
0,0,66,0,0,1,4447.55
1,1,24,0,0,0,1210.4
0,0,57,0,0,0,3509.4
0,1,42,1,1,0,3944.5
0,1,20,1,1,0,1641.3
0,1,23,1,0,0,1643.55
0,1,28,1,1,0,2244.95
0,0,70,0,0,0,4543.15
1,1,28,1,1,0,3152.5
0,0,34,0,0,1,894.3
0,1,1,0,0,0,44.05
0,0,72,1,0,1,8013.55
0,1,3,1,0,0,202.9
0,0,72,0,0,1,6719.9
0,0,67,0,0,1,1680.25
0,1,11,1,1,0,838.7
0,1,58,0,0,0,3791.6
0,0,62,0,0,1,1123.65
0,0,71,0,0,1,1355.1
1,1,30,1,0,0,2804.45
0,0,72,0,0,1,1414.8
0,1,1,0,0,0,20.6
0,1,5,0,0,0,117.95
0,0,19,0,0,1,467.5
0,1,8,0,0,0,168.9
0,1,65,1,1,0,5688.45
0,0,36,0,0,0,695.85
1,1,42,0,1,0,2203.65
0,0,26,0,0,0,525.55
0,1,9,1,1,0,661.55
1,1,1,1,1,0,91.3
1,1,37,1,1,0,3473.4
1,1,6,1,0,0,669.45
0,1,2,0,1,0,111.4
0,0,71,0,0,1,1388.45
1,1,8,1,1,0,560.85
0,1,60,0,1,0,3069.45
0,0,38,0,0,0,2862.55
0,1,58,1,1,0,5511.65
0,1,25,0,0,0,2028.8
0,1,19,0,0,0,1093.2
0,0,31,0,1,0,1910.75
0,0,63,0,0,1,5309.5
0,1,56,1,1,0,5219.65
1,1,25,1,1,0,2369.05
0,1,56,1,0,0,5893.95
0,1,27,0,0,0,1411.35
0,0,60,0,0,1,3766.2
0,1,21,0,1,0,926.25
0,1,1,0,0,0,20.8
1,1,19,1,1,0,1490.95
1,1,7,0,1,0,521.1
0,0,25,1,1,1,2809.05
0,1,22,0,0,0,432.5
0,0,61,0,0,1,1551.6
0,1,6,0,0,0,138.85
1,1,29,1,1,0,3004.15
0,0,31,0,0,0,1580.1
0,0,72,1,0,1,6849.75
0,1,3,0,0,0,152.3
0,1,3,1,0,0,220.4
1,1,2,0,1,0,59.05
0,0,41,0,0,0,1412.4
1,1,36,1,1,0,3436.1
0,0,49,0,0,1,2398.4
0,0,71,1,1,1,7291.75
0,0,64,1,0,1,6375.8
0,1,18,0,0,0,401.95
0,0,72,1,0,1,7576.7
0,0,58,1,0,1,4828.05
0,1,7,1,0,0,522.95
0,1,7,1,1,0,639.7
0,1,3,0,0,0,141.7
0,1,52,1,1,0,5364.8
0,1,11,0,0,0,267.35
0,1,1,0,1,0,49.5
0,1,33,1,0,0,2406.1
0,1,52,1,0,0,5025.8
0,1,36,0,0,0,1815.0
1,1,1,0,0,0,54.75
0,0,51,1,1,0,4619.55
1,1,31,1,1,0,3243.45
0,0,72,0,0,1,6463.15
1,1,11,1,1,0,1129.75
0,1,16,0,0,0,275.7
0,0,30,0,1,1,2181.75
0,0,72,0,0,1,4807.45
0,1,13,0,1,0,981.45
1,1,8,0,1,0,563.65
1,0,19,0,0,0,893.55
0,0,38,1,0,0,3591.25
1,1,9,0,0,0,178.5
0,0,34,0,0,0,2042.05
0,0,71,0,0,1,1301.1
1,1,3,1,1,0,224.05
1,0,55,1,1,0,5743.05
0,1,3,1,1,0,212.4
0,0,48,0,0,0,3682.45
0,0,20,0,0,0,417.5
1,1,21,1,1,0,1973.75
0,0,34,1,1,0,3470.8
0,1,68,1,1,0,5683.6
0,0,67,0,0,1,4322.85
1,1,1,1,1,0,74.4
0,1,24,0,0,0,1315.35
1,0,39,0,0,0,3182.95
0,1,29,0,1,0,1442.0
1,1,1,1,0,0,69.55
0,0,67,0,1,1,4103.9
1,1,10,1,1,0,863.1
0,0,56,0,0,0,3815.4
0,0,29,0,0,1,2054.4
0,1,7,1,1,0,574.35
0,0,69,0,0,0,2492.25
0,0,4,0,0,0,73.1
1,1,9,1,0,0,639.65
0,0,35,1,0,0,3836.3
0,0,71,1,1,1,7623.2
0,0,58,0,0,0,1497.9
0,1,9,1,1,0,801.3
0,0,12,0,0,0,854.45
1,1,22,1,0,0,2104.55
0,1,47,1,1,0,4747.2
0,0,67,1,1,1,7039.05
0,1,5,0,0,0,244.75
0,1,4,1,0,0,399.25
0,1,52,0,1,0,2020.9
0,1,28,0,0,0,1785.65
0,0,55,0,1,0,4154.55
0,1,2,1,0,0,174.75
0,0,50,1,0,1,4304.5
0,1,51,1,0,0,4085.75
0,0,72,0,0,1,4528.0
0,1,51,0,0,0,2181.55
1,1,31,0,0,0,1077.5
1,1,3,1,1,0,220.95
1,1,5,0,0,0,108.05
1,1,52,1,1,0,4338.6
1,1,5,1,1,0,416.3
1,1,8,1,1,0,729.95
0,1,1,0,0,0,44.6
1,1,13,1,0,0,1169.35
0,0,63,1,0,1,6253.0
1,1,8,0,1,0,164.3
0,0,51,0,1,0,1007.8
0,1,35,0,1,0,901.25
0,0,46,0,0,0,1066.15
1,0,41,0,0,0,2728.6
0,1,54,1,1,0,6118.95
0,0,67,0,0,1,1672.15
0,1,12,0,0,0,442.45
0,0,70,1,0,1,5986.45
0,1,10,0,0,0,196.75
0,1,21,1,1,0,1862.9
1,1,31,1,1,0,2435.15
1,1,3,1,0,0,273.75
0,0,63,1,1,0,5764.7
0,0,36,0,0,0,2511.95
1,0,46,1,0,0,4424.2
0,1,57,1,1,0,5925.75
0,0,57,0,0,1,4124.65
0,0,26,0,0,0,1295.4
1,1,10,0,0,0,528.35
0,1,63,1,1,0,6713.2
1,1,5,1,1,0,498.1
0,0,72,0,0,1,1769.6
1,1,1,0,0,0,45.1
0,0,54,0,0,1,3273.95
0,1,59,1,0,0,5580.8
0,1,1,0,1,0,25.25
0,0,69,0,0,1,1718.2
1,1,2,0,0,0,33.2
0,0,12,0,0,0,435.45
0,0,67,1,0,1,6989.7
1,1,1,0,1,0,55.8
0,1,28,0,0,0,535.35
1,1,2,0,0,0,85.15
1,1,4,1,1,0,317.25
1,1,1,0,0,0,20.25
0,0,33,0,0,1,826.1
0,1,61,1,1,0,6751.35
0,0,21,0,0,0,1336.8
0,1,2,0,0,0,107.1
0,1,8,0,1,0,520.95
0,0,68,0,0,0,5163.0
1,1,4,1,1,0,368.1
1,1,6,1,1,0,469.8
0,0,72,0,0,1,1887.0
0,1,1,0,1,0,19.2
0,1,2,1,1,0,174.45
0,1,2,0,1,0,46.4
1,1,5,1,0,0,465.05
0,1,2,0,0,0,38.0
1,1,1,0,0,0,45.85
0,1,61,1,1,0,4904.85
0,1,35,1,0,0,3452.55
1,1,30,1,0,0,2365.15
1,1,17,1,0,0,1463.45
1,1,6,0,1,0,389.1
0,1,60,1,1,0,5774.55
1,0,68,1,1,0,7176.55
0,0,52,0,0,1,3330.1
1,1,1,0,0,0,20.5
0,1,5,0,0,0,286.8
0,1,6,0,0,0,298.7
0,1,1,1,1,0,89.35
0,0,66,1,0,0,6000.1
1,1,1,1,1,0,74.35
0,0,72,0,0,1,1322.85
1,1,8,1,0,0,679.3
0,1,24,0,0,0,1923.85
0,1,8,0,0,0,445.85
0,1,38,0,1,0,955.75
0,0,68,1,0,0,8035.95
1,1,9,1,1,0,706.6
1,1,19,1,1,0,1471.75
0,1,9,0,0,0,547.8
1,1,7,1,1,0,587.1
1,1,40,1,1,0,4113.1
1,1,3,1,0,0,251.75
0,1,1,0,0,0,19.85
0,0,28,0,1,0,1096.6
0,1,7,1,1,0,521.35
0,0,72,0,0,1,5980.55
0,0,7,0,0,0,96.8
0,0,65,0,0,1,5071.9
0,0,56,0,0,1,4084.35
0,1,15,1,1,0,1539.8
0,0,56,0,0,1,1080.55
0,1,9,1,1,0,784.45
0,1,16,1,1,0,1189.4
0,0,69,0,0,0,1403.1
0,0,68,1,0,1,7843.55
0,0,50,0,0,1,3822.45
1,1,53,1,1,0,5029.2
0,1,10,0,1,0,389.8
0,1,26,0,0,0,786.5
0,0,16,0,0,0,295.55
0,0,70,0,0,1,3370.2
0,0,72,0,0,1,1710.9
1,1,12,1,0,0,1120.95
0,1,17,0,0,0,846.8
1,1,1,0,1,0,50.75
0,0,10,0,0,0,198.25
0,1,7,0,0,0,370.4
1,0,68,0,0,0,5293.95
0,0,13,0,0,0,218.55
0,0,70,1,0,0,7195.35
1,1,7,0,1,0,279.25
0,1,5,0,0,0,300.4
0,1,10,0,0,0,551.3
1,1,19,1,1,0,1660.0
0,0,39,0,1,0,2209.15
0,1,20,1,0,0,2203.7
0,0,20,1,0,0,1818.3
0,0,72,0,0,1,4546.0
0,0,62,0,0,1,1563.95
0,0,24,0,0,1,498.1
0,1,21,0,0,0,1125.2
1,1,2,1,1,0,142.35
0,0,48,0,0,0,3023.65
0,1,7,1,0,0,533.6
1,1,1,0,1,0,54.35
0,0,53,1,0,0,5718.2
1,1,1,0,0,0,55.0
0,1,27,0,0,0,1336.15
0,0,56,1,0,0,4968.0
1,0,67,0,1,1,5293.4
0,0,17,0,0,0,337.9
0,1,18,1,0,0,1395.05
0,1,37,0,1,0,1315.0
1,1,41,1,0,0,4527.45
0,0,48,0,0,1,982.95
1,1,1,0,1,0,44.4
0,1,8,0,0,0,161.15
0,0,50,1,0,1,5038.45
0,1,1,0,0,0,24.9
1,1,6,1,0,0,503.6
0,0,56,0,0,0,4284.65
1,1,14,1,0,0,1259.0
0,1,1,0,1,0,44.75
0,0,34,1,0,0,3899.05
0,0,72,1,0,1,8468.2
0,0,32,1,1,0,3023.85
0,0,17,0,0,0,365.8
0,0,68,1,0,1,7173.15
0,0,47,0,0,1,2879.9
1,1,16,1,1,0,1511.2
0,1,44,0,0,0,2549.1
0,0,72,1,1,1,7544.0
1,1,3,0,0,0,51.15
0,1,22,1,0,0,2142.8
1,1,23,1,0,0,2470.1
0,0,70,1,0,1,7842.3
0,0,3,0,0,0,71.2
0,0,44,1,1,0,4510.8
0,1,5,1,1,0,408.5
0,1,4,0,1,0,63.0
0,1,4,0,0,0,84.5
1,1,3,0,1,0,155.65
0,1,54,1,0,0,4667.0
0,0,14,0,0,0,321.7
1,0,25,0,0,0,1863.8
1,1,27,1,1,0,2135.5
1,1,1,1,1,0,74.5
0,0,12,0,1,0,943.85
0,1,13,0,0,0,750.1
0,0,69,1,1,1,6856.45
0,1,35,0,0,0,1655.35
0,0,64,1,0,0,5629.15
1,1,21,1,0,0,2200.25
1,1,2,1,1,0,196.75
0,0,20,0,0,0,433.75
0,1,26,0,0,0,1237.3
1,1,3,0,0,0,108.7
0,1,4,0,0,0,84.2
0,1,7,0,1,0,554.05
1,1,2,0,0,0,74.9
1,1,46,1,1,0,4680.05
1,1,5,1,1,0,470.95
0,1,10,0,1,0,374.0
1,1,13,1,1,0,940.35
0,0,71,0,0,1,1836.9
0,0,42,0,0,0,2421.6
0,1,9,1,0,0,918.75
1,1,61,1,1,0,6281.45
0,1,2,1,0,0,157.75
0,1,60,1,0,0,4453.3
0,1,39,0,0,0,1905.4
0,0,15,0,0,0,239.75
0,1,7,0,0,0,278.4
0,0,15,0,0,1,331.6
0,0,61,1,0,0,6383.9
0,1,19,0,0,0,962.9
0,0,59,0,0,1,1510.5
0,1,30,0,1,0,1307.8
0,1,62,1,0,0,5629.55
1,0,2,0,0,0,35.9
0,1,18,1,1,0,1358.6
0,1,20,0,1,0,1259.35
0,1,5,0,0,0,235.2
1,1,42,1,1,0,3588.4
0,1,52,1,0,0,4993.4
0,0,45,0,1,1,903.7
0,0,69,1,0,0,7610.1
0,0,36,1,0,0,3886.45
0,1,8,1,0,0,600.15
0,1,2,1,1,0,135.2
0,1,5,0,1,0,291.45
1,1,3,0,1,0,196.15
1,1,52,1,1,0,5624.85
0,1,13,0,1,0,251.65
0,0,38,0,0,0,763.1
0,0,61,1,1,0,6423.0
1,1,16,0,0,0,327.45
1,1,35,0,1,0,2568.55
0,1,18,0,0,0,992.7
0,0,23,0,0,1,1414.2
1,1,1,1,0,0,69.7
0,0,46,0,0,0,3255.35
0,1,26,0,1,0,1022.5
1,1,11,1,1,0,815.5
0,1,35,0,0,0,2136.9
1,1,6,1,1,0,434.1
0,0,31,0,0,0,2424.45
1,1,1,1,1,0,69.8
1,1,38,0,0,0,2250.65
1,1,2,1,0,0,153.05
0,0,71,1,0,1,5676.0
1,1,16,1,1,0,1350.15
0,0,42,0,0,0,854.9
0,0,56,0,0,1,1444.05
0,1,18,1,1,0,1594.75
0,1,13,0,1,0,731.3
0,0,42,0,0,0,3375.9
1,1,59,1,1,0,6039.9
0,1,26,0,0,0,1156.55
0,0,54,1,1,0,5826.65
0,0,40,0,0,1,973.95
0,0,8,0,0,1,645.8
0,1,25,1,0,0,2191.15
1,1,2,1,1,0,146.05
0,0,42,0,1,0,761.85
0,0,51,1,0,0,5000.05
0,0,58,0,0,1,1509.9
0,1,12,1,0,0,999.8
0,0,9,0,0,0,172.35
0,1,2,0,1,0,84.4
0,0,46,0,0,0,1165.9
1,1,7,0,1,0,112.3
0,0,8,0,0,0,345.5
0,1,16,1,0,0,1129.35
0,0,55,0,0,0,3157.0
1,1,10,1,0,0,830.7
1,1,16,1,1,0,1194.3
1,1,5,1,1,0,474.8
0,0,52,0,0,0,3042.25
1,1,1,1,1,0,69.65
1,1,70,1,1,0,7101.5
0,1,62,1,1,0,6164.7
1,1,49,1,0,0,4547.25
0,1,4,0,0,0,78.3
1,1,17,1,1,0,1574.45
0,1,14,1,1,0,1185.0
0,0,59,0,0,0,4070.95
0,0,47,0,0,0,2813.05
0,0,71,0,0,1,1710.15
1,1,47,1,0,0,5118.95
0,1,5,1,1,0,500.1
1,1,11,0,1,0,483.7
0,0,41,1,0,0,4454.25
0,0,52,0,0,1,3342.45
0,1,9,0,0,0,181.8
0,1,9,0,1,0,405.7
1,1,10,1,0,0,846.0
0,0,12,0,0,1,212.3
1,0,22,0,0,0,1193.05
0,0,52,0,1,0,3482.85
1,1,43,0,1,0,2499.3
0,1,13,0,1,0,649.4
1,1,3,1,1,0,246.3
0,1,16,1,1,0,1540.05
0,0,45,0,0,0,1174.35
1,1,4,1,1,0,325.45
1,1,3,1,1,0,246.5
1,1,6,1,1,0,545.2
1,1,1,0,0,0,19.6
0,0,70,0,0,1,1724.15
1,1,3,0,0,0,91.7
1,0,56,0,1,0,1334.0
1,1,24,1,1,0,2440.15
1,1,25,1,1,0,2514.5
0,0,53,0,1,0,2879.2
1,1,1,1,1,0,69.85
1,0,25,1,1,0,2178.6
0,1,8,0,0,0,369.15
0,0,27,0,0,1,550.1
0,0,60,0,1,0,2911.5
0,1,20,1,1,0,1671.6
1,0,56,1,0,0,5510.65
1,1,1,1,1,0,81.1
0,0,42,0,0,1,2762.75
0,0,16,0,0,0,318.6
0,0,65,1,0,1,7245.9
0,0,20,1,0,0,1859.5
0,0,33,1,1,1,3027.65
0,1,22,0,0,0,471.55
1,1,8,0,1,0,226.45
0,0,44,0,0,1,905.55
0,0,72,0,0,1,1988.05
1,1,7,1,1,0,635.6
0,0,51,0,0,0,3950.85
0,0,69,1,0,1,7467.55
1,1,57,0,1,0,2111.45
1,0,35,1,1,0,3030.6
1,1,2,1,1,0,147.15
1,1,15,1,1,0,1156.1
0,0,22,0,0,0,433.5
0,0,53,0,0,0,3419.5
0,1,9,1,0,0,788.6
0,1,1,0,0,0,20.35
0,0,32,0,0,1,613.95
0,1,34,1,0,0,3000.25
0,0,54,0,1,0,3283.05
1,1,6,1,1,0,502.85
0,0,62,0,0,0,1244.8
1,1,13,0,1,0,734.35
0,0,30,0,0,1,602.9
0,0,55,0,0,0,1026.35
0,0,17,0,0,0,1201.65
0,1,7,0,0,0,580.1
0,1,18,1,0,0,1745.5
0,1,6,0,0,0,285.2
0,0,53,0,0,1,3958.25
1,1,16,1,0,0,1284.2
0,0,45,0,0,1,1088.25
0,0,64,1,0,0,6430.9
0,0,18,0,0,0,711.95
0,0,70,0,0,1,5315.8
0,0,69,0,0,1,1713.1
0,1,40,1,0,0,3915.4
1,1,21,1,1,0,2110.15
1,1,19,1,1,0,1789.25
0,1,18,1,0,0,1500.5
0,1,1,0,0,0,20.05
1,1,2,0,0,0,118.3
0,0,33,0,0,1,2016.3
1,1,1,0,0,0,19.3
0,0,60,0,0,0,4456.35
0,0,72,1,0,1,7758.9
1,1,2,0,0,0,96.45
0,0,63,0,0,1,4861.45
0,1,12,0,1,0,832.3
0,1,31,1,1,0,2724.25
0,0,71,0,0,1,6457.15
0,0,50,1,0,0,5265.5
0,0,54,0,0,1,2431.95
1,1,1,0,1,0,52.2
0,1,11,0,1,0,580.8
0,0,44,0,1,0,3250.45
0,0,62,1,0,1,6912.7
0,0,57,1,1,0,4939.25
0,0,18,0,0,0,342.3
0,0,70,1,0,1,6858.9
0,1,21,1,0,0,1992.55
1,1,17,0,1,0,770.6
0,1,42,1,1,0,3930.6
0,0,21,1,1,0,1742.45
0,1,3,0,1,0,61.05
0,1,8,0,0,0,170.9
1,1,18,0,1,0,990.85
1,1,2,1,1,0,179.25
0,0,2,0,0,0,34.75
0,0,51,0,0,1,967.9
0,0,21,0,0,0,1549.75
1,1,55,0,0,0,2978.3
0,0,70,0,0,1,6367.2
1,1,31,0,1,0,1715.65
0,0,67,0,0,0,3321.35
1,1,1,1,1,0,70.1
0,0,21,0,0,1,390.4
1,1,22,1,1,0,1554.0
1,1,11,1,0,0,906.85
0,1,1,0,1,0,45.2
0,0,72,0,0,1,1872.2
0,0,34,0,0,0,917.15
0,0,29,0,1,0,540.05
1,0,56,1,0,0,5614.45
0,1,5,0,0,0,316.9
0,1,18,0,0,0,550.35
0,1,20,0,1,0,417.65
1,1,2,1,1,0,195.05
0,0,45,1,0,1,4634.35
0,1,20,1,1,0,2172.05
0,0,29,0,0,0,599.3
0,0,50,0,0,1,4024.2
0,1,11,0,0,0,363.15
0,0,72,0,0,1,6614.9
0,1,6,0,0,0,100.9
1,1,44,1,0,0,3862.55
0,0,72,0,0,1,6094.25
0,1,48,1,1,0,4445.3
0,1,50,0,0,0,3454.6
0,1,1,0,0,0,55.55
1,1,1,0,1,0,24.75
0,0,36,0,0,0,2234.55
0,1,7,0,0,0,144.35
1,1,26,1,1,0,2515.3
0,0,40,0,0,1,804.85
0,0,72,0,0,1,5016.65
0,0,63,0,0,1,5034.05
0,1,2,1,1,0,194.55
0,0,60,1,0,0,5812.0
0,0,47,0,0,1,890.5
1,1,1,0,0,0,20.5
0,1,25,0,0,0,1902.0
0,1,4,1,1,0,302.35
1,1,1,0,0,0,50.1
0,0,37,0,0,0,727.8
1,1,4,1,1,0,360.1
0,0,72,0,0,1,5480.25
0,0,67,1,0,0,6816.95
0,0,59,0,1,0,4693.2
1,1,1,1,1,0,70.4
0,1,43,1,1,0,4107.3
1,1,1,0,0,0,19.45
1,1,4,1,1,0,281.0
1,1,9,0,0,0,663.05
0,1,30,1,0,0,2570.2
0,1,13,0,0,0,232.1
0,1,2,1,1,0,144.8
0,0,30,0,0,1,637.55
0,0,12,0,0,0,368.85
0,0,63,1,0,1,6705.7
0,0,48,0,0,1,1173.35
0,1,1,0,0,0,20.15
0,0,71,0,0,1,5831.2
0,0,61,0,0,1,1417.9
0,1,5,0,0,0,94.15
1,0,46,0,0,0,2816.65
1,1,1,0,0,0,20.2
1,0,47,1,0,0,5275.8
1,0,59,1,0,0,5961.1
1,1,5,1,1,0,371.65
0,0,26,0,0,0,457.3
0,1,40,0,0,0,2586.0
1,1,1,0,1,0,60.0
